MAZ,2010 HH
611168,104
611171,16
611172,0
611173,112
611180,0
611185,97
611186,94
611187,0
611188,57
611190,81
611191,24
611200,14
611209,27
611210,0
611212,104
611218,39
611219,2
611221,12
611223,1
611224,78
611225,55
611229,10
611230,80
611232,39
611235,23
611239,49
611240,20
611241,185
611242,188
611244,24
611246,73
611247,29
611248,30
611249,72
611250,0
611252,67
611253,39
611255,35
611262,18
611279,47
611283,28
611285,292
611286,52
611288,21
611290,137
611291,13
611292,22
611294,67
611295,5
611300,27
611301,8
611303,17
611304,29
611306,29
611307,243
611309,49
611311,0
611312,6
611313,54
611314,45
611319,16
611320,32
611324,2
611332,161
611333,3
611335,11
611342,5
611343,40
611344,66
611347,136
611349,371
611350,64
611353,33
611354,18
611355,18
611358,32
611367,26
611369,46
611371,40
611372,69
611374,43
611375,0
611381,9
611391,58
611400,20
611401,280
611402,25
611403,24
611404,31
611409,231
611410,26
611412,94
611413,4
611414,36
611417,14
611419,35
611420,0
611425,4
611431,0
611436,44
611437,45
611452,10
611453,77
611461,39
611470,163
611474,0
611476,37
611483,0
611484,77
611485,15
611489,24
611491,23
611492,74
611493,53
611495,55
611499,26
611503,30
611504,20
611507,3
611519,38
611520,154
611523,33
611526,8
611531,28
611534,0
611535,0
611536,4
611540,69
611541,25
611542,27
611544,16
611557,0
611561,0
611562,13
611563,24
611565,27
611567,102
611570,32
611575,27
611578,17
611579,81
611583,8
611586,36
611587,30
611590,45
611594,34
611595,62
611597,51
611599,25
611600,21
611601,34
611602,1
611603,231
611607,7
611608,46
611609,174
611617,24
611618,24
611622,32
611623,1
611624,7
611625,66
611627,78
611628,5
611631,13
611636,0
611639,29
611640,38
611645,121
611647,30
611650,28
611652,38
611656,46
611657,8
611659,12
611673,29
611674,17
611675,8
611676,36
611683,70
611684,244
611685,15
611686,53
611688,13
611695,17
611699,14
611702,82
611705,38
611711,86
611714,47
611720,7
611725,28
611727,3
611737,72
611739,25
611740,6
611743,197
611744,0
611745,131
611746,33
611753,4
611757,26
611762,14
611763,8
611770,20
611771,0
611772,16
611774,78
611775,29
611780,20
611786,3
611787,41
611789,12
611790,2
611798,8
611799,15
611806,1
611810,3
611815,117
611816,0
611817,20
611820,76
611822,0
611823,158
611828,30
611832,66
611839,118
611840,0
611846,2
611849,28
611867,22
611869,0
611871,114
611872,88
611874,39
611875,14
611880,0
611883,107
611886,37
611887,27
611888,21
611892,30
611894,15
611895,0
611898,0
611900,54
611901,6
611902,1
611903,88
611905,54
611912,32
611913,95
611914,5
611920,20
611921,2
611932,38
611937,0
611940,130
611941,165
611942,56
611945,24
611947,114
611948,58
611949,0
611950,116
611952,4
611954,118
611957,54
611959,20
611964,9
611966,74
611967,1
611968,95
611969,0
611971,142
611972,44
611976,92
611978,11
611984,0
611987,61
611991,68
611992,116
611994,106
611995,21
611999,5
612002,51
612003,145
612013,39
612017,32
612021,10
612022,1
612032,6
612045,31
612049,11
612060,97
612061,27
612069,25
612072,28
612075,113
612077,8
612078,49
612079,24
612080,94
612085,30
612086,19
612087,16
612091,4
612092,136
612093,7
612107,12
612110,2
612127,86
612132,45
612135,59
612136,32
612138,23
612140,15
612142,17
612147,32
612149,37
612154,23
612157,41
612159,14
612160,45
612162,3
612166,22
612169,40
612172,9
612173,127
612175,6
612185,84
612186,21
612187,12
612196,4
612198,12
612201,5
612202,21
612205,24
612206,86
612208,0
612210,11
612211,36
612235,10
612236,39
612249,0
612251,53
612255,50
612261,37
612264,30
612265,31
612267,20
612268,30
612269,26
612271,41
612272,0
612273,24
612287,31
612288,30
612297,157
612298,75
612300,1
612302,22
612306,23
612308,150
612310,3
612312,33
612313,22
612314,0
612315,14
612316,41
612320,58
612324,172
612326,25
612335,242
612336,30
612338,30
612340,5
612348,91
612353,34
612354,12
612357,0
612358,156
612361,1
612362,0
612373,304
612379,41
612381,25
612383,33
612386,16
612388,47
612389,97
612398,66
612400,29
612405,103
612409,68
612410,68
612415,108
612418,213
612419,6
612421,28
612422,38
612423,47
612427,0
612432,40
612434,0
612436,188
612439,34
612441,1
612445,79
612446,0
612447,91
612459,3
612461,0
612466,9
612468,36
612471,18
612473,17
612477,0
612478,150
612479,50
612481,29
612482,30
612487,12
612496,19
612497,90
612506,154
612508,25
612509,12
612528,100
612531,57
612533,94
612535,99
612540,0
612545,31
612546,38
612549,7
612554,65
612556,16
612559,103
612560,68
612561,72
612562,18
612565,3
612575,47
612576,68
612577,4
612578,40
612579,7
612582,91
612585,18
612586,27
612588,123
612590,79
612594,111
612606,57
612610,63
612611,0
612613,30
612615,0
612620,34
612621,66
612622,8
612623,1
612628,43
612629,20
612630,14
612640,30
612648,0
612652,10
612658,0
612661,7
612665,10
612669,66
612673,42
612677,1
612680,1
612682,0
612683,0
612687,77
612688,56
612689,42
612693,99
612705,46
612707,27
612708,176
612715,81
612726,0
612733,9
612741,74
612742,202
612747,38
612748,4
612749,130
612752,106
612753,20
612756,21
612761,23
612762,23
612765,17
612767,20
612770,10
612897,17
661598,84
710009,74
710010,20
710011,16
710012,42
710013,137
710016,0
710017,26
710018,38
710019,5
710025,39
710029,62
710030,251
710031,313
710032,185
710034,107
710035,144
710037,170
710043,1
710044,224
710046,28
710047,20
710050,270
710054,90
710055,0
710056,0
710057,479
710060,129
710061,17
710066,182
710076,130
710077,109
710083,365
710088,0
710092,90
710093,3
710096,1
710099,1
710105,50
710106,93
710107,25
710108,51
710109,8
710110,16
710113,33
710118,116
710125,40
710129,217
710134,39
710138,77
710143,18
710144,513
710150,72
710154,2
710158,0
710166,11
710168,56
710169,56
710171,35
710173,68
710174,42
710175,114
710176,129
710178,0
710181,99
710184,0
710185,50
710187,34
710189,4
710190,64
710191,13
710196,21
710197,35
710199,104
710200,112
710202,69
710205,45
710207,184
710212,64
710213,81
710215,284
710216,1
710217,79
710218,224
710219,223
710221,61
710222,101
710224,63
710225,69
710226,72
710231,35
710233,43
710235,31
710236,0
710243,119
710244,0
710246,0
710249,219
710252,28
710253,116
710254,23
710257,0
710258,8
710267,2
710268,76
710270,60
710271,248
710276,149
710284,347
710290,36
710293,1
710296,3
710297,0
710307,266
710310,3
710312,19
710313,115
710318,0
710321,58
710323,15
710324,204
710328,233
710329,48
710331,40
710333,230
710337,168
710341,9
710342,323
710343,4
710344,56
710347,224
710357,63
710359,15
710361,29
710362,10
710366,91
710367,105
710368,55
710371,48
710372,26
710377,105
710380,40
710382,36
710384,10
710385,19
710390,11
710397,173
710401,36
710403,13
710404,321
710405,25
710406,41
710407,0
710411,128
710412,71
710413,171
710420,106
710421,67
710427,17
710429,0
710430,23
710431,16
710432,43
710433,79
710434,0
710435,0
710436,4
710438,498
710442,65
710443,28
710444,1
710446,82
710451,91
710452,81
710460,363
710461,29
710462,35
710465,8
710466,5
710468,38
710469,0
710470,106
710471,28
710474,23
710481,75
710487,4
710491,19
710496,208
710497,2
710502,2
710513,0
710515,181
710517,17
710519,298
710521,47
710522,78
710523,66
710524,153
710526,115
710527,30
710528,95
710534,33
710535,29
710537,62
710538,9
710542,48
710543,9
710547,35
710552,275
710553,116
710556,99
710557,122
710568,0
710572,80
710573,10
710575,105
710577,107
710579,42
710581,75
710582,90
710583,6
710585,54
710586,163
710596,88
710598,283
710600,147
710606,117
710607,41
710612,43
710613,0
710616,39
710623,1
710626,34
710632,148
710635,0
710636,7
710640,8
710642,3
710644,10
710645,0
710646,5
710650,28
710651,33
710653,61
710656,48
710657,22
710659,326
710662,130
710663,210
710664,92
710666,72
710672,314
710675,2
710676,189
710677,0
710679,58
710681,59
710682,102
710687,102
710688,171
710690,9
710694,107
710697,9
710698,15
710699,73
710703,33
710705,52
710707,77
710712,77
710714,77
710717,51
710718,42
710719,38
710721,65
710722,61
710724,11
710727,107
710732,90
710733,41
710736,4
710744,0
710745,380
710751,211
710752,67
710761,4
710770,85
710771,17
710778,1
710779,2
710780,14
710781,1
710782,18
710785,53
710786,10
710787,67
710789,165
710790,53
710791,41
710793,129
710804,98
710806,146
710811,289
710813,21
710819,5
710820,75
710822,155
710823,35
710824,33
710825,0
710828,150
710829,168
710830,50
710832,92
710833,40
710838,120
710839,108
710840,65
710842,32
710844,78
710846,29
710850,31
710851,14
710855,29
710858,53
710865,92
710867,56
710870,5
710872,56
710873,69
710874,151
710875,127
710877,77
710886,106
710887,354
710889,5
710891,93
710892,10
710893,5
710898,209
710899,38
710900,3
710904,166
710905,79
710906,255
710908,69
710909,53
710911,1
710913,54
710917,182
710918,25
710919,16
710920,31
710921,73
710922,38
710924,6
710930,0
710931,5
710936,10
710937,41
710940,117
710944,0
710948,3
710951,92
710953,6
710954,6
710956,105
710958,150
710963,2
710967,53
710972,0
710976,0
710979,15
710986,33
710991,44
710993,23
710995,68
710997,29
710998,72
711001,67
711003,234
711005,103
711015,216
711018,607
711023,57
711028,35
711031,120
711033,1
711034,8
711036,0
711043,17
711044,30
711051,145
711057,1
711058,1
711059,88
711063,13
711065,8
711082,5
711086,96
711088,188
711092,0
711093,132
711100,18
711101,0
711102,83
711107,393
711111,232
711112,78
711113,79
711121,0
711122,6
711125,10
711127,182
711128,0
711129,3
711130,130
711131,46
711133,1
711136,12
711138,19
711140,38
711145,216
711147,37
711152,64
711159,7
711164,10
711169,9
711170,101
711173,75
711174,116
711179,51
711180,73
711182,38
711183,21
711184,65
711185,64
711186,46
711189,1
711190,16
711191,14
711193,31
711195,119
711205,40
711208,330
711209,92
711211,219
711213,43
711215,16
711217,49
711218,34
711220,238
711221,48
711222,152
711226,37
711228,46
711229,41
711240,86
711241,5
711242,59
711249,42
711253,192
711258,104
711260,43
711261,100
711265,0
711266,73
711269,41
711270,60
711274,0
711277,58
711279,49
711282,218
711289,35
711290,0
711291,2
711292,216
711298,0
711300,53
711304,50
711306,9
711311,55
711314,147
711315,138
711319,10
711323,64
711324,224
711326,72
711328,172
711335,26
711339,27
711341,25
711342,113
711345,18
711351,2
711352,97
711354,117
711355,24
711356,8
711359,6
711362,61
711363,9
711364,2
711373,33
711374,111
711379,27
711380,60
711382,32
711384,74
711385,35
711389,22
711402,114
711405,2
711406,62
711407,139
711410,73
711416,271
711421,139
711423,40
711428,93
711429,100
711432,0
711433,46
711434,30
711436,148
711437,0
711438,37
711441,52
711442,0
711445,129
711446,108
711448,6
711449,2
711450,4
711454,36
711455,73
711456,42
711457,28
711458,8
711461,60
711462,0
711463,0
711466,39
711468,41
711469,66
711471,20
711473,51
711474,0
711484,0
711485,85
711486,227
711491,31
711498,36
711499,20
711501,1
711513,109
711515,279
711519,44
711522,524
711524,10
711531,0
711533,8
711538,427
711543,42
711547,133
711551,37
711553,178
711554,97
711556,0
711557,54
711567,31
711570,0
711571,97
711576,45
711581,36
711582,78
711583,155
711586,12
711587,37
711588,99
711591,40
711592,151
711593,54
711595,120
711597,25
711598,14
711599,47
711600,49
711614,46
711619,27
711636,151
711637,17
711638,17
711639,42
711645,63
711650,72
711651,74
711655,47
711657,50
711659,57
711660,4
711663,132
711665,92
711666,54
711667,46
711669,183
711670,1
711674,33
711676,0
711682,78
711686,15
711689,0
711690,57
711694,28
711695,125
711705,39
711707,0
711708,301
711709,73
711711,41
711712,26
711714,101
711715,37
711721,7
711724,53
711735,0
711737,27
711746,0
711749,40
711750,19
711751,5
711754,14
711759,0
711761,25
711762,110
711766,32
711767,42
711772,7
711773,33
711778,203
711791,96
711792,65
711793,37
711794,0
711797,35
711804,27
711811,8
711827,189
711830,10
711833,0
711835,10
711839,14
711842,51
711844,81
711864,8
711873,2
711881,7
711886,16
711894,0
711897,140
711900,41
711907,121
711908,179
711909,155
711915,262
711925,22
711928,193
711929,59
711933,392
711939,58
711942,31
711943,33
711946,46
711947,0
711948,46
711951,151
711952,85
711954,218
711957,58
711960,0
711962,0
711964,15
711976,1
711985,15
711986,165
711988,0
711992,24
711996,44
712002,94
712011,30
712013,40
712014,305
712015,214
712019,48
712020,42
712021,44
712022,54
712029,1
712031,134
712038,50
712041,34
712047,55
712056,20
712061,107
712066,20
712069,146
712070,33
712074,12
712075,72
712076,0
712079,95
712080,51
712083,26
712085,0
712088,33
712092,211
712093,0
712096,16
712097,40
712098,128
712107,33
712109,351
712114,35
712115,12
712116,161
712117,149
712120,193
712123,29
712124,50
712125,248
712126,186
712133,0
712136,64
712142,19
712145,32
712151,6
712152,95
712156,10
712162,120
712174,33
712176,24
712179,69
712199,3
712212,6
712218,245
712221,5
712225,3
712228,47
712230,93
712235,86
712237,52
712239,423
712240,103
712241,0
712243,182
712245,195
712246,30
712247,54
712252,89
712253,61
712257,72
712264,12
712269,52
712271,11
712272,176
712275,37
712276,29
712277,84
712279,33
712280,16
712281,0
712282,40
712289,43
712290,45
712291,10
712292,52
712295,69
712298,116
712299,0
712300,111
712304,15
712305,0
712308,425
712309,37
712323,13
712330,14
712333,32
712337,39
712338,26
712339,28
712340,48
712341,46
712342,31
712350,2
712353,1
712354,1
712357,163
712359,98
712360,0
712361,20
712371,0
712377,927
712379,49
712380,0
712383,201
712386,17
712391,439
712392,100
712394,129
712396,46
712400,0
712403,7
712409,90
712410,128
712416,34
712417,31
712419,50
712425,30
712437,1
712440,0
712441,30
712443,25
712445,0
712447,60
712449,107
712450,73
712454,88
712458,119
712460,0
712461,34
712463,15
712466,79
712467,336
712468,106
712469,73
712470,55
712476,17
712477,134
712478,57
712480,48
712486,77
712493,48
712497,65
712498,81
712503,117
712507,49
712519,8
712520,79
712532,42
712538,31
712545,16
712546,22
712556,0
712562,2
712563,71
712568,163
712570,151
712575,89
712577,1
712583,16
712585,176
712586,47
712587,96
712588,43
712589,57
712591,111
712592,47
712594,18
712595,22
712596,3
712597,0
712598,34
712604,71
712608,32
712609,28
712610,74
712616,123
712619,43
712635,0
712637,9
712648,0
712651,36
712653,141
712654,34
712659,121
712661,35
712662,137
712677,2
712679,45
712680,3
712681,62
712682,0
712684,0
712685,141
712686,102
712692,13
712693,72
712697,95
712703,83
712704,134
712708,108
712710,81
712711,51
712714,39
712718,19
712723,14
712728,60
712729,141
712730,111
712731,69
712733,38
712734,42
712736,57
712737,114
712749,203
712754,126
712755,0
712757,57
712758,208
712760,24
712763,79
712766,199
712768,56
712770,56
712780,17
712781,101
712784,39
712785,207
712786,46
712795,1
712796,3
712797,12
712798,159
712801,15
712805,66
712813,92
712814,25
712816,403
712820,0
712822,42
712823,7
712824,141
712827,35
712835,39
712836,6
712839,0
712845,0
712846,59
712847,77
712848,142
712849,31
712850,43
712855,16
712858,138
712859,10
712860,50
712862,20
712863,23
712864,192
712865,122
712866,40
712871,21
712878,0
712880,0
712882,0
712888,116
712891,3
712892,14
712894,265
712895,0
712898,56
712899,209
712901,17
712915,32
712917,50
712923,77
712925,0
712929,23
712930,1
712931,113
712935,195
712936,333
712939,462
712940,53
712948,49
712949,33
712953,5
712958,31
712959,61
712961,51
712962,24
712964,75
712965,29
712968,41
712971,23
712978,0
712986,0
712988,131
713011,18
713014,7
713015,302
713016,71
713017,76
713018,142
713019,95
713021,72
713022,70
713023,408
713027,28
713029,9
713031,33
713032,43
713034,30
713040,0
713056,60
713060,0
713070,43
713071,80
713079,43
713080,111
713086,38
713089,7
713100,97
713108,75
713117,92
713119,25
713125,63
713129,0
713131,8
713141,12
713142,62
713146,3
713149,51
713150,56
713152,37
713153,0
713154,0
713156,5
713161,71
713164,113
713167,21
713184,132
713185,10
713190,104
713191,32
713192,57
713194,73
713199,15
713206,0
713207,15
713210,16
713219,0
713224,1
713227,200
713232,150
713233,222
713236,2
713238,13
713246,15
713247,40
713248,35
713249,29
713250,46
713253,50
713256,27
713260,117
713269,6
713272,166
713277,47
713283,31
713287,125
713291,3
713292,5
713299,18
713301,50
713302,80
713303,50
713306,97
713307,16
713310,55
713316,26
713317,2
713321,25
713333,31
713337,73
713340,4
713341,40
713344,0
713347,110
713354,20
713356,14
713362,25
713363,0
713364,51
713367,0
713369,31
713374,5
713376,91
713386,0
713389,110
713391,36
713394,114
713398,35
713410,45
713413,105
713419,56
713421,80
713422,0
713423,25
713432,5
713446,0
713450,32
713451,224
713453,16
713456,31
713459,28
713461,5
713464,0
713466,137
713467,84
713469,29
713475,11
713478,81
713481,10
713484,119
713489,38
713493,52
713499,89
713502,64
713506,51
713508,29
713509,84
713512,1
713521,0
713537,0
713538,1
713539,141
713543,5
713555,22
713562,410
713572,149
713575,57
713579,423
713582,28
713588,55
713591,184
713603,32
713605,52
713607,45
713608,106
713610,30
713613,66
713616,72
713617,0
713618,61
713620,101
713621,155
713622,43
713624,28
713625,41
713637,12
713653,332
713655,37
713657,87
713659,31
713661,338
713664,90
713666,57
713669,31
713673,6
713677,6
713680,4
713684,6
713687,21
713688,30
713690,89
713695,2
713698,17
713703,117
713710,153
713712,15
713713,158
713714,34
713718,27
713719,16
713721,106
713722,71
713723,197
713727,25
713736,64
713738,39
713739,22
713742,186
713744,51
713746,3
713748,180
713766,0
713769,90
713770,41
713771,23
713775,389
713778,137
713784,115
713792,33
713793,78
713800,45
713802,29
713819,58
713820,163
713822,50
713830,209
713833,66
713835,63
713840,31
713841,1
713842,229
713843,49
713844,0
713845,4
713847,28
713849,57
713850,30
713851,10
713853,79
713857,118
713859,28
713860,51
713862,26
713863,51
713864,99
713868,78
713869,15
713873,157
713875,51
713879,19
713880,23
713887,90
713888,6
713891,127
713900,35
713901,4
713904,8
713927,28
713929,42
713933,29
713934,25
713937,81
713948,53
713950,50
713952,21
713957,9
713959,80
713962,6
713964,88
713974,158
713976,31
713977,27
713980,4
713985,0
713990,9
714005,37
714006,0
714012,182
714025,74
714033,28
714040,0
714044,50
714046,2
714051,159
714054,160
714057,57
714068,38
714069,19
714070,4
714072,0
714076,208
714087,8
714089,1
714090,41
714096,62
714101,35
714107,0
714111,116
714122,32
714129,55
714130,69
714134,106
714136,49
714137,79
714138,107
714141,0
714146,24
714147,40
714149,26
714194,19
714196,132
714206,87
714212,189
714219,72
714225,343
714226,58
714229,11
714232,177
714233,58
714242,43
714243,51
714245,113
714246,73
714247,74
714253,45
714254,0
714255,19
714260,0
714261,0
714267,65
714268,40
714269,25
714272,0
714274,30
714275,74
714277,35
714278,78
714285,52
714286,34
714299,57
714304,80
714305,101
714326,0
714334,186
714336,14
714337,53
714339,180
714340,0
714341,51
714343,36
714344,0
714348,0
714350,53
714351,26
714355,311
714356,0
714357,53
714360,123
714361,40
714362,32
714364,371
714367,40
714370,58
714378,0
714379,49
714380,27
714383,118
714384,67
714389,119
714391,24
714401,30
714404,38
714408,220
714409,86
714411,36
714413,119
714421,0
714434,16
714443,257
714444,45
714446,52
714452,0
714454,231
714458,2
714459,1
714461,75
714465,50
714466,40
714468,17
714469,82
714480,12
714481,31
714482,156
714483,144
714485,40
714489,1
714490,28
714491,47
714493,0
714494,53
714495,32
714496,2
714500,124
714516,124
714519,30
714525,10
714527,0
714531,0
714532,65
714537,91
714540,15
714542,29
714561,3
714566,44
714567,70
714569,9
714571,52
714572,124
714573,76
714574,41
714576,51
714577,63
714581,31
714582,155
714583,54
714584,68
714586,89
714587,198
714589,166
714591,24
714593,45
714596,19
714600,47
714604,26
714606,51
714607,50
714612,21
714613,17
714614,62
714615,33
714618,84
714621,11
714622,36
714623,66
714624,2
714625,39
714626,21
714629,2
714637,74
714638,195
714639,34
714647,38
714653,40
714655,76
714664,42
714665,268
714675,3
714684,4
714687,11
714689,42
714690,16
714691,77
714705,59
714709,113
714710,133
714721,0
714737,42
714738,25
714739,199
714740,27
714746,112
714751,33
714757,0
714758,80
714761,107
714762,10
714765,275
714775,57
714777,1
714783,2
714785,0
714789,82
714794,8
714798,0
714803,2
714813,60
714815,161
714816,88
714827,39
714834,23
714835,54
714836,59
714839,19
714843,10
714845,104
714852,38
714853,41
714855,0
714856,149
714858,76
714863,68
714864,16
714878,179
714880,0
714885,73
714890,223
714899,75
714902,267
714908,61
714909,265
714913,17
714922,63
714932,149
714933,2
714934,9
714937,35
714942,185
714944,0
714945,118
714946,311
714958,0
714961,100
714966,197
714968,137
714976,140
714978,156
714994,91
714996,35
714997,25
715001,75
715003,55
715004,80
715007,85
715010,60
715016,34
715021,56
715023,28
715024,0
715028,0
715029,0
715036,7
715040,72
715041,23
715043,36
715044,93
715046,51
715047,12
715059,29
715065,7
715078,187
715096,25
715099,143
715104,13
715105,48
715106,39
715114,51
715118,103
715119,7
715121,58
715122,28
715124,47
715132,26
715137,2
715142,30
715143,46
715146,165
715153,59
715154,43
715157,90
715164,11
715167,23
715173,6
715174,179
715187,0
715188,0
715189,34
715190,95
715201,112
715202,156
715206,0
715217,108
715219,97
715225,29
715226,60
715227,100
715229,55
715230,82
715232,185
715237,74
715242,102
715252,33
715253,27
715257,0
715263,58
715264,81
715269,143
715272,48
715280,0
715283,20
715284,2
715292,3
715293,316
715296,26
715297,91
715299,268
715300,0
715305,165
715309,101
715310,90
715314,0
715321,35
715324,7
715328,70
715330,41
715332,58
715333,211
715335,54
715336,56
715339,16
715342,85
715345,37
715357,86
715360,64
715369,0
715379,54
715380,7
715381,34
715386,36
715388,111
715390,19
715392,68
715395,2
715396,190
715400,238
715401,33
715404,96
715409,214
715414,78
715416,223
715421,21
715427,28
715428,0
715437,1
715438,47
715440,91
715441,35
715446,44
715447,99
715449,134
715454,277
715457,132
715465,98
715466,38
715475,112
715477,72
715489,3
715490,33
715499,61
715504,375
715508,4
715518,6
715520,2
715525,69
715526,26
715527,65
715530,32
715531,0
715532,0
715533,40
715538,187
715539,26
715545,46
715546,113
715547,13
715558,32
715559,117
715561,35
715566,114
715567,41
715570,500
715571,31
715583,99
715603,32
715605,101
715608,141
715609,79
715610,33
715612,69
715614,214
715618,29
715626,11
715631,1
715645,66
715646,25
715647,69
715648,196
715649,51
715650,32
715653,17
715658,164
715688,0
715692,129
715693,100
715694,241
715695,60
715698,30
715704,92
715708,62
715711,141
715712,156
715719,5
715732,0
715734,11
715737,68
715738,45
715739,182
715740,0
715745,26
715751,0
715754,102
715758,24
715760,217
715762,212
715767,45
715776,0
715783,63
715784,1
715786,28
715798,96
715800,60
715812,3
715813,6
715818,10
715831,0
715835,82
715838,119
715842,36
715846,233
715850,18
715851,18
715853,108
715854,33
715855,10
715856,46
715860,0
715875,0
715882,47
715884,37
715887,54
715895,86
715896,55
715905,54
715906,22
715907,0
715908,23
715909,43
715917,0
715919,57
715922,26
715923,0
715930,16
715931,47
715932,93
715935,0
715936,45
715937,0
715941,0
715943,119
715944,43
715946,31
715947,55
715951,38
715954,79
715957,75
715960,18
715964,0
715965,4
715967,92
715968,8
715969,132
715974,37
715978,92
715982,8
715985,105
715989,46
715991,27
715992,93
715994,76
715997,34
715999,36
716001,24
716008,35
716011,48
716013,25
716015,81
716017,37
716023,66
716027,11
716031,41
716032,2
716036,0
716045,17
716048,71
716049,44
716050,31
716053,47
716055,67
716057,23
716058,110
716060,33
716064,94
716077,64
716079,0
716081,35
716082,335
716083,62
716084,38
716086,79
716087,28
716091,0
716092,0
716096,99
716097,0
716098,29
716110,52
716120,48
716123,23
716125,42
716130,42
716131,59
716132,50
716144,63
716146,75
716170,27
716171,162
716173,149
716174,185
716175,35
716176,2
716177,0
716184,34
716185,0
716186,201
716187,33
716188,34
716193,81
716195,187
716196,49
716197,22
716199,14
716201,43
716202,43
716204,9
716206,65
716209,151
716213,107
716215,37
716216,36
716221,140
716227,7
716229,59
716231,127
716234,60
716236,37
716239,0
716240,31
716255,59
716256,0
716259,23
716267,236
716268,216
716273,68
716278,39
716282,30
716290,27
716294,5
716304,63
716306,130
716310,38
716316,61
716317,25
716320,9
716321,42
716322,31
716323,39
716324,30
716329,38
716330,58
716331,31
716334,47
716335,34
716336,70
716337,152
716338,136
716342,135
716347,118
716349,0
716350,208
716355,68
716356,39
716360,21
716366,77
716368,2
716369,214
716371,61
716372,15
716373,1
716376,0
716377,42
716378,98
716380,43
716381,163
716383,215
716385,50
716387,41
716389,64
716391,39
716393,9
716394,78
716396,99
716397,53
716398,3
716399,20
716401,40
716403,32
716404,34
716408,247
716409,10
716422,46
716424,28
716425,28
716428,342
716429,21
716434,193
716439,0
716442,46
716445,0
716451,2
716454,105
716456,30
716458,37
716459,44
716461,41
716469,115
716470,39
716482,80
716483,12
716484,38
716492,12
716493,7
716494,51
716504,52
716506,17
716507,0
716509,73
716511,99
716514,71
716516,121
716524,0
716536,6
716545,0
716557,0
716562,8
716567,48
716568,107
716572,6
716575,101
716579,49
716582,0
716584,9
716591,53
716595,1
716600,3
716601,0
716611,494
716617,132
716620,57
716624,0
716625,56
716627,37
716629,0
716634,48
716635,63
716636,14
716638,76
716641,41
716649,1
716653,0
716654,0
716659,55
716660,80
716661,0
716665,0
716666,31
716670,46
716671,45
716672,3
716676,126
716686,46
716688,28
716693,127
716701,15
716705,4
716715,49
716723,39
716739,44
716741,245
716743,304
716745,78
716748,67
716750,151
716764,1
716765,0
716766,76
716769,34
716772,11
716774,0
716777,2
716781,131
716785,128
716788,27
716794,264
716801,50
716802,219
716812,143
716817,5
716825,96
716826,74
716832,18
716858,0
716870,78
716871,19
716874,26
716877,0
716882,0
716890,11
716891,35
716892,151
716897,33
716898,30
716901,28
716902,108
716912,121
716914,0
716922,0
716924,279
716925,36
716926,24
716930,21
716933,138
716948,0
716974,1
716980,1
716990,84
716993,94
716995,47
716997,54
716998,154
716999,76
717000,71
717018,32
717019,28
717022,74
717025,63
717031,236
717040,1
717044,44
717046,52
717054,9
717058,113
717064,41
717065,12
717067,20
717068,51
717069,71
717070,2
717072,0
717075,35
717076,42
717077,170
717088,30
717089,18
717101,88
717104,13
717105,0
717106,32
717107,55
717109,0
717110,120
717116,4
717130,72
717142,110
717144,235
717151,96
717153,193
717155,40
717159,62
717163,47
717166,4
717167,36
717170,0
717172,26
717174,148
717179,17
717180,21
717181,192
717182,0
717184,0
717185,0
717186,46
717188,51
717189,28
717190,23
717191,77
717192,52
717193,0
717195,7
717196,21
717197,27
717198,46
717202,41
717204,0
717205,38
717207,11
717208,59
717210,109
717217,49
717221,80
717226,0
717233,288
717234,85
717235,51
717244,61
717254,18
717258,2
717260,66
717264,29
717269,47
717270,70
717271,20
717281,58
717285,26
717291,20
717292,13
717293,74
717295,34
717296,53
717299,104
717300,14
717301,2
717304,1
717309,62
717318,221
717322,111
717323,58
717329,35
717331,208
717332,21
717333,214
717337,2
717342,114
717343,14
717344,31
717346,45
717348,118
717349,104
717350,17
717358,517
717361,126
717363,52
717369,26
717370,104
717371,81
717384,144
717385,2
717386,15
717387,84
717389,29
717398,0
717404,0
717416,61
717420,108
717423,86
717424,0
717426,5
717428,159
717435,117
717436,108
717438,32
717439,74
717447,37
717448,83
717455,153
717456,35
717457,30
717458,70
717464,55
717483,0
717491,7
717498,1
717500,0
717517,87
717520,5
717523,49
717526,53
717527,47
717530,12
717536,19
717538,28
717540,16
717544,73
717546,191
717553,12
717555,62
717559,0
717568,41
717577,47
717579,124
717588,27
717595,37
717596,14
717601,24
717603,0
717615,2
717626,1
717640,45
717642,46
717646,0
717649,113
717652,81
717658,11
717661,48
717663,16
717665,42
717667,0
717677,92
717678,82
717681,41
717685,0
717686,0
717703,282
717704,25
717706,63
717713,53
717715,29
717717,0
717722,21
717724,34
717725,26
717727,97
717730,0
717731,0
717732,54
717735,0
717736,42
717737,33
717742,23
717760,51
717764,266
717765,99
717767,79
717768,7
717775,67
717783,178
717795,2
717798,0
717801,53
717805,80
717814,31
717828,0
717829,194
717840,24
717841,25
717844,1
717845,4
717846,10
717847,51
717848,16
717850,38
717851,38
717854,0
717855,57
717864,31
717866,42
717868,7
717870,18
717871,38
717873,296
717876,22
717877,22
717879,38
717883,260
717884,85
717885,23
717897,1
717907,196
717909,0
717910,85
717912,18
717914,22
717922,85
717924,102
717931,46
717941,60
717944,16
717945,54
717948,73
717959,51
717962,0
717963,30
717967,180
